,MonthlyCharges,TotalCharges,Churn,Age,customer lifetime value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1 - 12,tenure_group_13 - 24,tenure_group_25 - 36,tenure_group_37 - 48,tenure_group_49 - 60,tenure_group_61 - 72
2050,47.6,3377.8,0,44,126.88499619192687,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2051,19.4,1346.2,0,33,51.7136329017517,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2052,103.85,4946.05,0,54,276.8278750952018,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2053,83.35,4065.0,1,32,222.18202589489718,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2054,49.4,106.55,1,38,131.68316831683168,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2055,108.45,4964.7,0,56,289.0898705255141,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2056,81.0,4085.75,0,46,215.9177456207159,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2057,79.2,1742.75,1,21,211.1195734958111,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2058,86.65,6224.8,0,57,230.97867479055597,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2059,92.95,3415.25,0,23,247.77227722772275,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2060,90.35,6325.25,0,37,240.84158415841583,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2061,48.7,340.25,1,59,129.81721249047982,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2062,25.15,1683.6,0,56,67.04112718964204,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2063,76.4,3966.3,0,58,203.65575019040364,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2064,19.55,608.5,0,34,52.11348057882711,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2065,85.35,2896.6,0,50,227.51332825590248,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2066,24.8,1514.85,0,52,66.10814927646611,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
2067,103.15,6792.45,0,63,274.96191926884995,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
2068,100.75,4669.2,0,46,268.56435643564356,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2069,95.6,95.6,1,41,254.8362528560548,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2070,59.75,2934.3,1,56,159.27265803503425,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2071,94.1,6302.8,0,58,250.8377760853008,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2072,19.35,779.2,0,42,51.58035034272658,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2073,19.9,283.75,0,43,53.04645849200304,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2074,108.15,4600.7,1,30,288.2901751713633,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2075,101.05,5594.0,0,47,269.36405178979436,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2076,59.1,772.85,0,42,157.53998476770755,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2077,71.35,71.35,1,22,190.19421172886516,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2078,55.85,857.8,0,26,148.87661843107387,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2079,106.05,7554.05,0,62,282.6923076923076,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2080,84.1,5981.65,0,56,224.18126428027415,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2081,75.3,1702.9,0,28,200.72353389185068,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2082,24.7,467.15,0,38,65.84158415841584,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2083,20.15,20.15,1,63,53.712871287128706,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2084,69.75,69.75,1,58,185.92916984006092,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2085,93.2,2931.0,1,41,248.43869002284845,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2086,80.85,1400.85,1,25,215.5178979436405,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2087,33.65,137.85,1,48,89.69916222391468,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2088,55.8,1941.5,0,27,148.74333587204873,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2089,39.7,1932.75,0,60,105.82635186595584,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2090,29.5,1423.05,0,39,78.63670982482863,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2091,20.15,970.85,0,62,53.712871287128706,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2092,79.55,5810.9,0,49,212.05255140898703,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2093,24.8,223.9,0,40,66.10814927646611,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2094,19.65,391.7,0,34,52.380045696877374,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2095,79.95,79.95,1,44,213.11881188118812,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2096,19.3,19.3,1,39,51.44706778370145,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2097,94.05,811.65,0,45,250.70449352627566,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2098,90.75,174.75,0,26,241.90784463061692,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2099,78.85,3126.85,0,26,210.18659558263516,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2100,99.5,6841.45,0,37,265.23229246001523,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2101,99.2,3754.6,1,46,264.43259710586443,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2102,80.55,1406.65,0,62,214.71820258948972,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2103,70.2,834.7,0,21,187.12871287128712,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2104,85.2,627.4,1,23,227.1134805788271,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2105,75.25,242.0,1,25,200.59025133282557,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2106,59.45,3157.0,0,59,158.47296268088348,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
2107,93.35,3092.0,0,47,248.8385376999238,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2108,44.95,2168.9,0,54,119.82102056359481,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2109,26.1,980.35,0,33,69.57349581111957,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2110,20.2,65.95,0,55,53.84615384615384,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2111,21.25,711.9,0,25,56.64508758568164,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2112,59.4,1952.8,0,55,158.33968012185832,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2113,95.0,4368.85,0,20,253.23686214775321,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2114,61.9,2647.1,0,55,165.003808073115,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2115,118.65,8477.6,0,47,316.2795125666413,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2116,54.35,54.35,1,62,144.87814166031987,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2117,64.45,4528.0,0,55,171.8012185833968,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2118,80.15,1790.65,0,48,213.65194211728866,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2119,20.2,845.6,0,23,53.84615384615384,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2120,21.0,1210.3,0,57,55.97867479055598,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2121,20.45,20.45,0,44,54.51256664127951,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2122,75.85,854.45,0,31,202.18964204112714,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
2123,80.45,2429.1,0,38,214.45163747143943,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2124,24.95,100.4,1,57,66.5079969535415,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2125,75.5,5229.45,0,23,201.25666412795127,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2126,44.45,44.45,0,35,118.48819497334348,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2127,42.35,1716.45,1,55,112.89032749428789,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2128,74.55,3023.55,0,35,198.7242955064737,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2129,75.3,75.3,1,35,200.72353389185068,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2130,94.8,4837.6,1,60,252.70373191165268,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2131,48.15,2032.3,0,57,128.35110434120332,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2132,19.65,436.9,0,57,52.380045696877374,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2133,70.55,70.55,1,53,188.06169078446305,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2134,20.15,20.15,0,56,53.712871287128706,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2135,106.6,5893.95,0,48,284.1584158415841,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2136,91.0,1430.05,0,30,242.57425742574256,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2137,25.4,313.0,0,54,67.7075399847677,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
2138,69.95,3871.85,0,50,186.46230007616145,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2139,66.85,458.1,0,25,178.19878141660317,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2140,86.15,2745.7,1,34,229.64584920030464,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2141,20.15,341.35,0,42,53.712871287128706,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2142,64.85,1336.8,0,37,172.86747905559784,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2143,74.85,2181.75,0,48,199.5239908606245,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2144,50.5,147.75,0,49,134.6153846153846,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2145,72.9,818.45,0,47,194.3259710586443,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2146,115.05,7133.45,0,62,306.68316831683165,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2147,19.0,348.8,0,53,50.64737242955065,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2148,19.55,128.6,0,62,52.11348057882711,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2149,101.1,4674.4,0,40,269.4973343488195,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2150,84.1,1737.45,0,24,224.18126428027415,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2151,24.15,1498.85,0,64,64.37547600913938,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2152,50.1,50.1,0,53,133.54912414318355,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2153,74.6,1797.75,0,55,198.8575780654988,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2154,19.75,498.1,0,19,52.64661081492765,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2155,85.0,2624.25,1,38,226.58035034272655,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2156,80.55,184.1,1,39,214.71820258948972,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2157,106.8,5498.8,0,21,284.6915460776847,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2158,84.5,4845.4,0,48,225.24752475247524,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2159,25.05,369.1,0,39,66.77456207159177,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2160,83.7,6096.9,0,61,223.1150038080731,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2161,75.8,160.75,1,58,202.05635948210204,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2162,96.6,2684.35,0,27,257.5019040365575,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2163,98.5,3004.15,1,24,262.56664127951257,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2164,101.1,6994.8,0,31,269.4973343488195,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2165,20.2,273.25,0,47,53.84615384615384,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2166,94.05,5483.9,0,20,250.70449352627566,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2167,95.25,1233.65,1,44,253.90327494287888,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2168,74.4,527.9,1,48,198.32444782939834,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2169,81.0,4985.9,0,63,215.9177456207159,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2170,60.25,1258.35,0,52,160.6054836252856,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2171,60.85,111.4,0,20,162.2048743335872,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2172,43.95,43.95,0,53,117.15536938309215,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2173,86.05,308.1,0,60,229.37928408225434,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2174,20.25,383.65,0,43,53.97943640517897,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2175,85.15,2555.9,1,21,226.980198019802,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2176,19.4,1284.2,0,51,51.7136329017517,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2177,102.65,7550.3,0,57,273.6290936785986,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2178,19.9,1110.05,0,53,53.04645849200304,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
2179,19.55,99.6,0,25,52.11348057882711,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2180,95.5,6707.15,0,59,254.56968773800455,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2181,84.15,4164.4,0,62,224.3145468392993,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2182,103.2,5873.75,0,58,275.0952018278751,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2183,50.2,109.25,0,31,133.8156892612338,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2184,88.55,179.25,1,49,236.04341203351103,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2185,54.75,1338.15,1,59,145.94440213252093,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2186,19.95,862.4,0,19,53.179741051028174,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2187,116.25,8564.75,0,52,309.88194973343485,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2188,31.2,926.2,0,38,83.16831683168316,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2189,24.45,1718.2,0,26,65.17517136329018,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2190,84.2,5956.85,0,49,224.44782939832444,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2191,91.3,91.3,1,61,243.37395277989333,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2192,85.65,4824.45,0,64,228.31302361005334,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2193,21.2,1238.65,0,26,56.5118050266565,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2194,79.5,79.5,1,20,211.91926884996192,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2195,25.55,672.2,0,39,68.1073876618431,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2196,20.2,382.2,0,20,53.84615384615384,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2197,63.85,4264.6,0,42,170.20182787509518,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2198,61.95,1070.7,0,62,165.13709063214014,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2199,25.75,1345.85,0,22,68.64051789794364,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2200,58.2,1045.25,0,38,155.14089870525515,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
2201,85.85,3003.55,0,46,228.8461538461538,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
2202,70.1,467.55,1,48,186.86214775323683,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2203,104.9,7537.5,0,61,279.6268088347296,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2204,111.3,7482.1,1,61,296.68697638994666,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2205,99.85,3343.15,0,30,266.16527037319116,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2206,95.25,5427.05,1,40,253.90327494287888,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2207,86.25,587.1,1,62,229.9124143183549,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2208,100.8,100.8,1,49,268.6976389946687,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2209,19.55,161.15,0,39,52.11348057882711,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2210,104.0,7028.5,0,35,277.2277227722772,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2211,104.4,5232.9,0,57,278.2939832444783,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2212,19.5,225.85,0,43,51.980198019801975,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2213,25.25,274.7,0,25,67.3076923076923,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2214,86.3,1180.95,1,46,230.04569687738004,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2215,49.85,3370.2,0,56,132.88271134805788,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2216,108.95,7111.3,0,27,290.4226961157654,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2217,89.9,5958.85,0,31,239.64204112718963,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2218,82.0,5999.85,0,43,218.58339680121856,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2219,89.95,1648.45,0,33,239.77532368621476,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2220,79.35,5753.25,0,38,211.51942117288652,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2221,64.05,4492.9,0,35,170.7349581111957,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2222,101.15,3956.7,0,40,269.6306169078446,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2223,89.95,2625.55,1,57,239.77532368621476,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2224,76.45,1233.4,1,56,203.78903274942877,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2225,39.1,1309.0,0,39,104.22696115765422,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2226,34.6,813.45,0,52,92.23153084539224,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2227,19.55,1108.8,0,34,52.11348057882711,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2228,104.45,7349.35,0,43,278.4272658035034,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2229,70.5,294.2,0,53,187.92840822543792,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2230,20.35,929.2,0,25,54.246001523229246,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2231,70.0,740.0,1,39,186.5955826351866,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2232,19.45,754.5,0,47,51.84691546077684,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2233,69.9,3883.3,0,56,186.32901751713635,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2234,59.7,1414.2,0,40,159.13937547600915,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2235,78.35,3211.2,0,62,208.85376999238383,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2236,71.45,371.6,0,61,190.46077684691548,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2237,45.85,1246.4,0,46,122.22010662604721,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
2238,95.85,95.85,0,61,255.50266565118048,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2239,35.7,2545.7,0,38,95.16374714394516,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
2240,89.55,6448.85,0,48,238.70906321401367,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2241,24.95,1468.9,0,42,66.5079969535415,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
2242,24.85,1013.6,0,61,66.24143183549124,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2243,100.8,6690.75,0,60,268.6976389946687,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2244,64.4,2088.75,1,52,171.66793602437167,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2245,105.35,7240.65,0,32,280.82635186595576,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2246,102.45,102.45,1,54,273.0959634424981,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
